name,原则,对象,比例,评选条件,评选程序,表彰办法
先进班集体,研究生先进班集体评选坚持公开、公平、公正的原 则。,评选对象为成立一年以上的班集体。,研究生先进班集体的评选比例： 班集体数的20%。,"研究生先进班集体评选条件：
(一)能够发挥党支部的战斗堡垒作用和班委会的核心作用， 认真贯彻落实学校各级组织布置的工作，积极开展班级、党团组 织建设，制度健全，管理科学，积极上进，班风优良。
(二)积极开展各项健康、有益，旨在提高全体成员集体意识、 综合素质、身心健康的思想教育、技能锻炼、文明修身、文化体 育、志愿服务等活动，特色突出，效果显著。
(三)积极引导同学尊重老师，师生关系融洽，班级成员学 习成绩、科研和论文完成情况良好，能够形成团结互助、勇于创 新、勤奋学习、恪守诚信的科研风气，整体学术氛围浓厚。
(四)全班同学模范遵守国家法律法规和学校宿舍管理等各 项规章制度，年度内无作弊等违规违纪行为，无纪律处分。","研究生先进班集体评选程序：
(一)每年 9 月，研工部根据年度评优工作安排，按照班集 体数进行名额分配。
(二)学院、研究院成立评审小组，按照广泛宣传、组织申 请、民主评议，学院、研究院初审公示的程序开展评审工作。评 审小组由学院、研究院党委书记任组长，主管学生工作和研究生
 


教育的院领导以及导师、辅导员、班主任、学生代表等为成员。
学院、研究院评审工作小组评选产生拟推荐研究生先进班集 体名单，在学院、研究院范围内进行不少于 5 个工作日的公示， 如无异议，经学院、研究院党政联席会讨论通过后，报研工部。
(三)研工部对学院、研究院的推荐结果进行审核，并组织 评选研究生先进班集体标兵，推荐参选北京市先进班集体。审核 评选结果在校内进行不少于5 个工作日的公示。
(四)公示无异议后，报学校学生工作领导小组审定。",对获得研究生先进班集体称号的班级在全校通报表 彰和宣传，颁发获奖证书和1000元奖金。
