name,评选原则,范围,比例,参评要求,报名,学院评选,学校审批,表彰奖励
优秀硕士论文,科学公正、注重创新、严格筛选。,范围：优秀硕士学位论文的评选范围为本学年内在我校获得学位的学术型硕士及全日制专业学位硕士论文。,比例：评选比例约为每学年授予学位人数的1%。根据学院学科情况酌情浮动个别推荐名额。,"1、学位论文在其研究领域具有显著的创新性工作成果，或研究成果具有较好的社会效益和应用前景。
2、答辩成绩为优或优-。
3、学术型硕士：在校期间还须取得与学位论文有关的创新性成果，包括但不限于发表高水平论文、专利成果转化应用、被政府机构或国内外标准组织采纳的提案或建议等。
专业学位硕士：在校期间还须取得与学位论文有关的创新性成果，包括但不限于专利成果转化应用、在相关专业领域发表高水平作品、获得高水平的竞赛奖励等。
4、涉密论文不能参评。",个人自荐和导师推荐：论文作者向导师自荐，由导师根据评阅意见和答辩决议进行推荐，论文作者填写推荐表，并将推荐材料提交所在学院。,"各学院分学位委员会参照上述评选原则、范围、比例和要求，对导师推荐研究生的申报材料进行公开评定，确定本单位优秀硕士学位论文的人选。
推荐名单及成果需同时在各学院内部进行公示，公示时间不少于一周。如有异议，可在公示期间向所在学院提请复议。",研究生院审查申请人的申请材料后，报校学位评定委员会审议、学校领导审批，评选结果向全校公布。,对被评为“北京邮电大学优秀硕士学位论文”的作者予以奖励，对学位论文指导教师予以表彰。
