name,对象,评选奖项,比例,优秀研究生评选条件,优秀研究生干部评选条件,时间,评选程序,表彰办法
先进个人,评选对象为注册一年以上的研究生。,优秀研究生，优秀研究生干部,"(一)优秀研究生： 5%,奖励500 元;
(二)优秀研究生干部： 5%,奖励 500元;","优秀研究生评选条件
(一)政治立场坚定，自觉践行社会主义核心价值观，具有 较高的思想素质和道德修养，德育评价为85分(含)以上。
(二)勤奋学习、积极实践、勇于创新。积极开展导师安排 的科研任务，能不断完善知识结构，学习成绩优异，学术成果突 出。
(三)全面发展、身心健康，积极参加集体活动，热心班级 建设，热心为同学服务。
(四)模范遵守学校各项规章制度，严于自律，品格高尚， 无违纪情况。
(五)原则上应为一等学业奖学金及以上获得者。 ","优秀研究生干部评选条件
(一)德才兼备，具有较高的思想素质和道德修养。能正确 处理好学习与工作的关系，学风严谨，学习与科研成绩良好，德 育评价为85 分(含)以上，担任学生干部 1年 ( 含1年)以上。
(二)服务大局、甘于奉献，及时按要求完成学校、学院和 辅导员交派的各项任务，工作成绩显著，富有创新。
(三)积极组织和带头参与各类有助于同学成长成才的集体 活动，对所担任的社会工作认真负责，踏实肯干，热心为同学服 务，群众基础好。
 


(四)模范遵守学校各项规章制度，带头践行社会主义核心 价值观，无违纪情况。
(五)原则上应为一等学业奖学金及以上获得者。",学校于每年秋季学期进行评优工作。,"研究生先进个人评选程序：
(一)研工部根据年度评优工作安排，按照各学院、研究院 学生人数进行名额分配。
(二)学院、研究院成立评审小组，按照广泛宣传、组织申 请、民主评议、学院初审公示的程序，向学校推荐初步人选。评 审小组由学院党委书记任组长，主管学生工作和研究生教学工作 的院领导、辅导员、班主任、学生代表等为成员。
学院、研究院在收齐研究生先进个人申报材料后，学院评审 小组通过民主评议等方式确定本学院、研究院拟推荐学生名单， 并在学院、研究院范围进行不少于 5 个工作日的公示，如无异 议，经学院、研究院党政联席会讨论通过后，按程序报研工部。
(三)研工部根据各学院、研究院的推荐，组织等额评审，提 出先进个人建议名单，并在校内进行不少于5 个工作日的公示。
(四)公示无异议后，报学校学生工作领导小组审定。",学校对研究生先进个人在全校通报表彰和宣传，颁 发学校统一印制的获奖证书和奖金，并将学生所受表彰记入个人档案。
