name,原则,范围,比例,基本条件,个人要求,优先推荐,时间,学院要求,评审人员,初评结果,表彰
优秀毕业生,评选工作坚持公开、公平、公正、择优的原则。,"本办法评选范围为具有北京邮电大学学籍的全日制
应届毕业生。",校级优秀毕业生的评选比例为毕业生总数的 15%。,"校级优秀毕业生评选基本条件：
(一)拥护中国共产党的领导，认真学习习近平新时代中国 特色社会主义思想，具有坚定正确的政治方向，拥护党和国家的 路线、方针、政策，积极践行社会主义核心价值观，树立中国特 色社会主义共同理想。
(二)自觉遵守宪法和法律，遵守学校各项规章制度，诚实 守信，品德优秀，有较强的诚信意识和良好的学术道德。
(三)勤奋学习，积极实践，勇于创新，学习成绩优异或科 研成果突出。
(四)热心公益，乐于奉献，积极参加社会实践、志愿服务， 有较强的实践能力和创新能力。
(五)积极参加体育锻炼和文体活动，身心健康，全面发展。
(六)在校期间未受过纪律处分。","应届本科生在校期间前三学年综合排名在专业前  30%,并曾获得不少于一次校级(含)以上荣誉称号或校级(含) 以上奖学金。应届研究生在校期间曾获得不少于一次校级(含) 以上荣誉称号或一等(含)以上学业奖学金。",在校期间，在见义勇为、自强自立、创新创业、志 愿奉献等方面有突出先进事迹的毕业生;服务国家战略，自愿到西部、到艰苦边远地区和基层就业、创业的毕业生;积极参军入 伍的学生典型;有重要发明创造或为国家、社会和学校做出突出 贡献的毕业生;受到过国家或地方政府的表彰或其他奖励的毕业 生可适当放宽条件，优先推荐评选校级优秀毕业生。,优秀毕业生每年评选一次，一般在春季学期由学生 工作部、研究生工作部负责统筹实施，按照各学院毕业生人数进 行名额分配。,学院应结合本单位具体情况，研究制定出优秀毕 业生评选工作方案，并报学生工作部、研究生工作部备案。,学院成立评审小组，按照广泛宣传、组织评选、 民主评议、学院初审公示的程序开展。公示期为 5 个工作日，如 无异议，经学院党政联席会讨论通过后，向学校推荐校级优秀毕 业生人选。,学生工作部、研究生工作部根据各学院推荐结果 组织等额评审，评选指标单列的提名推荐人选纳入所在学院初评 结果，并在校内进行 5 个工作日的公示。,校级优秀毕业生由学校颁发《北京邮电大学优秀 毕业生证书》。学生所受表彰记入个人档案。
