name,pre_course,sys_arrearage,political,english,school_report,course_fail,course_rebuild,course_drop,training_plan
课程,"1.硕士研究生在本科阶段选修课程（一般为入学前2年内）的及格成绩可直接认定为研究生学分，无需办理任何手续。
2.硕士研究生在暑期学校获得的成绩请参看“暑期学校”模块相应解答部分。
3.硕博连读学生，硕士期间获得的成绩，直接转入博士学号下，无需办理任何手续。","如果没有缴费的，请尽快去财务缴费，一般1-2天数据同步完毕。如果缴费后48小时仍有报“欠费”，请按照下述顺序咨询：向财务处核实缴费情况，向研究生院查询本人学费数据同步状况。
如果已经办理助学贷款或绿色通道等情况，请按照下述顺序咨询：向勤工助学中心核实名单是否已经上报，向信息化核实本人财务数据状态情况，向研究生院核实财务数据同步情况。",“中国特色社会主义理论与实践研究”课程可认定为“新时代中国特色社会主义理论与实践”课程。,课程名为“研究生英语***”的课程均可认定为研究生英语公共必修课，具体认定学分数，以获得成绩对应学分为准。也就是说，如果培养方案要求必修2学分的研究生英语课程，只要获得“研究生英语***”系列课程的总学分大于等于2学分即可。,从研究生入学报到后，所获得的所有合格（通过考核）的成绩都将体现在成绩单上。不及格成绩不体现在成绩单上。,核心课/学位课不及格不允许申请答辩，必须重修及格后方可申请答辩。,请在系统菜单“课务管理->课程重修申请管理”申请。准备哪个学期选课，就请在选课前申请重修。重修申请通过后，方可选课。重修获得的成绩都将在研究生成绩单上标识“重修”。,以选课通知为准。一般来讲，秋/春季学期安排有专门的退改补选时间。暑期学校因上课时间较为集中，一般不办理退课。,研究生可在系统中查看培养方案有关课程部分的内容及要求。在“系统首页”中可下载完整版的培养方案。
