name,teaching_cloud,course_research,teaching_cloud_problem,feedback_approach
上课,"网址：https://ucloud.bupt.edu.cn/
请直接访问“教学云”网址，不要通过VPN，特别是不要通过WebVPN访问。",正常情况下，进入“教学云”平台，通过右上角“进入云邮教学空间（试用版）->我的课程”能查看到本人所选的暑期学校的所有课程。,在紧急情况下，比如马上要上课，但是通过“教学云”平台无法自动跳转腾讯会议，请根据页面显示的会议号和密码，直接通过个人账号登录任何一种腾讯会议客户端，直接参会上课。请先保证能正常上课，再处理后续其他问题。在这种情况下，学生会因为跳开“实名认证”环节，无法正常使用“教学云”平台中和实名相关的功能，比如“点名”等。但是，不影响学生参会正常上课。,途径1：教学云平台-->右侧“教学问题反馈”。途径2：北京邮电大学企业微信号
