name,necessity,course,score_affirm
暑期学校,研究生参加暑期学校，应该兼顾导师意见和个人意愿，不强制要求参加。未参加暑期学校的研究生，完全可通过正常学期开设的课程修够培养方案要求的课程学分。,研究生选择暑期学校课程，应按照本专业培养方案要求，在导师指导下进行选课。所选课程，要征求导师意见。,研究生新生选择暑期学校课程，成绩不及格，允许学生不重修。如果申请重修，新获得的及格成绩，将在成绩单上记录“重修”。
